Province	City	District	Area Code	CIty Code
Sumatera Utara	Kab. Tapanuli Selatan	Sipirok	MES22400	MES
Sumatera Utara	Kab. Serdang Bedagai	Sipispis	MES22307	MES
Sumatera Utara	Kab. Tapanuli Utara	Sipoholon	MES21014	MES
Sumatera Barat	Kab. Kepulauan Mentawai	Sipora	PDG21405	PDG
Sumatera Selatan	Kab. Ogan Komering Ilir	Sirah Pulau Padang	PLM20207	PLM
Jawa Tengah	Kab. Brebes	Sirampog	SRG20512	SRG
Sumatera Utara	Kab. Tapanuli Tengah	Sirandorung	MES10209	MES
Sulawesi Tengah	Kab. Donggala	Sirenja	PLW20711	PLW
Maluku	Kota Ambon	Sirimau	AMQ10006	AMQ
Papua	Kab. Nabire	Siriwo	NBX30008	NBX
Sumatera Utara	Kab. Nias	Sirombo	MES20317	MES
Sumatera Utara	Kab. Tapanuli Tengah	Sitahuis	MES10210	MES
Sumatera Utara	Kab. Pakpak Barat	Sitellu Tai Urang Jehe	MES22102	MES
Sumatera Utara	Kab. Pakpak Barat	Sitellu Tai Urang Julu	MES22103	MES
Jambi	Kab. Kerinci	Sitinjau Laut	DJB20409	DJB
Sumatera Utara	Kab. Samosir	Sitiotio	MES22208	MES
Sumatera Barat	Kab. Dharmasraya	Sitiung	PDG21203	PDG
Jawa Timur	Kab Situbondo	Situbondo	PBL20200	PBL
Sumatera Barat	Kab. Lima Puluh Kota	Situjuh Lima Nagari	PDG21312	PDG
Jawa Barat	Kab. Sumedang	Situraja	BDO20217	BDO
Jawa Tengah	Kab. Pekalongan	Siwalan	SRG22212	SRG
Papua	Kab. Keerom	Skanto	DJJ21003	DJJ
Jawa Timur	Kab. Ponorogo	Slahung	MDN20416	MDN
Jawa Tengah	Kab. Tegal	Slawi	SRG21400	SRG
D.I. Yogyakarta	Kab. Sleman	Sleman	JOG20300	JOG
Jawa Barat	Kab. Indramayu	Sliyeg	CBN20118	CBN
Jawa Tengah	Kab. Wonogiri	Slogohimo	SOC20621	SOC
Jawa Tengah	Kab. Rembang	Sluke	SRG21211	SRG
Nusa Tenggara Timur	Kab. Ngada	Soa	KOE20914	KOE
Banten	Kab. Lebak	Sobang	CLG20223	CLG
Jawa Timur	Kab. Bangkalan	Socah	SUB20113	SUB
Jawa Barat	Kab. Tasikmalaya	Sodonghilir	BDO20610	BDO
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Soe	KOE20700	KOE
Sulawesi Tengah	Kab. Donggala	Sojol	PLW20712	PLW
Kalimantan Barat	Kab. Melawi	Sokan	PNK20807	PNK
Jawa Tengah	Kab. Banyumas	Sokaraja	SRG10418	SRG
Jawa Timur	Kab. Tuban	Soko	SUB20916	SUB
Jawa Timur	Kab. Sampang	Sokobanah	SUB20608	SUB
Jawa Tengah	Kota Surakarta	Solo	SOC10000	SOC
Sulawesi Selatan	Kab. Tana Toraja Utara	Soloara	UPG20625	UPG
Sumatera Barat	Kota Solok	Solok	PDG20900	PDG
Jawa Barat	Kab. Bandung	Solokan Jeruk	BDO10130	BDO
Jawa Timur	Kab. Lamongan	Solokuro	SUB10218	SUB
Nusa Tenggara Timur	Kab. Flores Timur	Solor Barat	KOE20409	KOE
Nusa Tenggara Timur	Kab. Flores Timur	Solor Timur	KOE20410	KOE
Jawa Tengah	Kab. Banyumas	Somagede	SRG10419	SRG
Sulawesi Selatan	Kab. Goa	Somba Opu	UPG21611	UPG
Sulawesi Utara	Kab. Minahasa	Sonder	MDC20309	MDC
Jawa Tengah	Kab. Brebes	Songgom	SRG20513	SRG
Jawa Timur	Kab. Banyuwangi	Songgon	JBR20113	JBR
Jawa Timur	Kab. Ponorogo	Sooko	MDN20417	MDN
Jawa Timur	Kab. Mojokerto	Sooko	MJK10015	MJK
Sulawesi Selatan	Kab. Tana Toraja Utara	Sopai	UPG20637	UPG
Sulawesi Selatan	Kab. Barru	Soppeng Riaja	UPG20202	UPG
Jawa Barat	Kab. Bandung	Soreang	BDO10100	BDO
Sulawesi Selatan	Kota Pare-Pare	Soreang	UPG22302	UPG
Riau	Kab. Palalawan	Sorek	PKU21011	PKU
Papua	Kab. Supiori	Sorendiweri	DJJ21600	DJJ
Sumatera Utara	Kab. Tapanuli Tengah	Sorkam	MES10204	MES
Sumatera Utara	Kab. Tapanuli Tengah	Sorkam Barat	MES10211	MES
Papua Barat	Kab. Sorong	Sorong	SOQ10000	SOQ
Papua Barat	Kota Sorong	Sorong Barat	SOQ10025	SOQ
Papua Barat	Kota Sorong	Sorong Timur	SOQ10026	SOQ
Sulawesi Tenggara	Kab. Konawe	Soropia	KDI20407	KDI
Sulawesi Tenggara	Kab. Kota Bau-Bau	Sorowalio	KDI20123	KDI
Sumatera Utara	Kab. Padang Lawas	Sosa	MES21907	MES
Sumatera Utara	Kab. Tapanuli Selatan	Sosa	MES22425	MES
Sumatera Selatan	Kab. Ogan Komering Ulu	Sosoh Buay Rayap	PLM20112	PLM
Sumatera Utara	Kab. Padang Lawas	Sosopan	MES21908	MES
Sumatera Utara	Kab. Tapanuli Selatan	Sosopan	MES22426	MES
Sumatera Utara	Kab. Tapanuli Tengah	Sosor Gadong	MES10212	MES
Papua	Kab. Merauke	Sota	DJJ20423	DJJ
Sulawesi Tengah	Kab. Morowali	Soyo Jaya	PLW20812	PLW
Jawa Tengah	Kab. Sragen	Sragen	SOC20400	SOC
Lampung	Kab. Lampung Selatan	Sragi	TKG20113	TKG
Jawa Tengah	Kab. Pekalongan	Sragi	SRG22213	SRG
D.I. Yogyakarta	Kab. Bantul	Srandakan	JOG20113	JOG
Jawa Timur	Kab. Blitar	Srengat	MXG20114	MXG
Jawa Timur	Kab. Sampang	Sreseh	SUB20609	SUB
Jawa Timur	Kab. Banyuwangi	Srono	JBR20114	JBR
Jawa Tengah	Kab. Magelang	Srumbung	MGL10515	MGL
Jawa Tengah	Kab. Kebumen	Sruweng	MGL10116	MGL
Sumatera Utara	Kab. Langkat	Stabat	MES20900	MES
Papua	Kab. Asmat	Suator	DJJ20806	DJJ
Jawa Tengah	Kab. Batang	Subah	SRG20207	SRG
Kalimantan Barat	Kab. Sambas	Subah	PNK21014	PNK
Jawa Barat	Kab. Kuningan	Subang	CBN20234	CBN
Jawa Barat	Kab. Subang	Subang	BDO21100	BDO
Kepulauan Riau	Kab. Natuna	Subi	BTH10314	BTH
Jawa Timur	Kab Situbondo	Suboh	PBL20214	PBL
Aceh	Kota Subulussalam	Subulussalam	BTJ22200	BTJ
Jawa Barat	Kab. Garut	Sucinaraja	BDO20743	BDO
Jawa Timur	Kab. Pacitan	Sudimoro	MDN20309	MDN
Nusa Tenggara Barat	Kab. Lombok Timur	Suela	AMI20418	AMI
Papua	Kab. Intan Jaya	Sugapa	NBX30500	NBX
Jawa Tengah	Kab. Bojonegoro	Sugihwaras	SRG20418	SRG
Jawa Timur	Kab. Lamongan	Sugio	SUB10220	SUB
Papua Barat	Kab. Manokwari	Sugurey	SOQ20618	SOQ
Kalimantan Barat	Kab. Kapuas Hulu	Suhaid	PNK20224	PNK
Kalimantan Barat	Kab. Kubu Raya	Sui Ambawang	PNK21202	PNK
Kalimantan Barat	Kab. Kubu Raya	Sui Kakap	PNK21203	PNK
Kalimantan Barat	Kab. Kubu Raya	Sui Raya	PNK21204	PNK
Aceh	Kab. Nagan Raya	Suka Makmue	BTJ21800	BTJ
Aceh	Kab. Aceh Besar	Suka Makmur	BTJ10311	BTJ
Jawa Barat	Kab. Sukabumi	Sukabumi	SMI10000	SMI
Lampung	Kota Bandar Lampung	Sukabumi	TKG10036	TKG
Kalimantan Barat	Kab. Kayong Utara	Sukadana	PNK21300	PNK
Jawa Barat	Kab. Ciamis	Sukadana	BDO20512	BDO
Lampung	Kab. Lampung Timur	Sukadana	TKG21000	TKG
Banten	Kab. Tangerang	Sukadiri	TGR10125	TGR
Jawa Barat	Kab. Indramayu	Sukagumiwang	CBN20126	CBN
Jawa Barat	Kab. Majalengka	Sukahaji	CBN20317	CBN
Jawa Barat	Kab. Tasikmalaya	Sukahening	BDO20642	BDO
Riau	Kota Pekanbaru	Sukajadi	PKU10014	PKU
Jawa Barat	Bandung	Sukajadi	BDO10059	BDO
Aceh	Kota Sabang	Sukajaya	BTJ20703	BTJ
Jawa Barat	Kab. Bogor	Sukajaya	BOO20151	BOO
Aceh	Kota Sabang	Sukakarya	BTJ20702	BTJ
Jawa Barat	Kab. Bekasi	Sukakarya	BKI10118	BKI
Jawa Barat	Kab. Sukabumi	Sukalarang	SMI10040	SMI
Jawa Barat	Kab. Cianjur	Sukaluyu	SMI20118	SMI
Sulawesi Selatan	Kab. Luwu Utara	Sukamaju	UPG23310	UPG
Jawa Barat	Kab. Bogor	Sukamakmur	BOO20152	BOO
Kalimantan Tengah	Kab. Sukamara	Sukamara	PKY21300	PKY
Nusa Tenggara Barat	Kab. Lombok Timur	Sukamulia	AMI20408	AMI
Jawa Barat	Kab. Cianjur	Sukanagara	SMI20119	SMI
Jawa Timur	Kab. Probolinggo	Sukapura	PBL10017	PBL
Bengkulu	Kab. Seluma	Sukaraja	BKS23011	BKS
Jawa Barat	Kab. Sukabumi	Sukaraja	SMI10042	SMI
Jawa Barat	Kab. Tasikmalaya	Sukaraja	BDO20627	BDO
Jawa Barat	Kab. Bogor	Sukaraja	BOO20153	BOO
Lampung	Kota Bandar Lampung	Sukarame	TKG10037	TKG
Sumatera Selatan	Kota Palembang	Sukarame	PLM10017	PLM
Jawa Barat	Kab. Tasikmalaya	Sukarame	BDO20608	BDO
Jawa Barat	Kab. Tasikmalaya	Sukaratu	BDO20638	BDO
Jawa Barat	Kab. Tasikmalaya	Sukaresik	BDO20639	BDO
Banten	Kab. Pandeglang	Sukaresmi	CLG20136	CLG
Jawa Barat	Kab. Garut	Sukaresmi	BDO20736	BDO
Jawa Barat	Kab. Cianjur	Sukaresmi	SMI20120	SMI
Bali	Kab. Buleleng	Sukasada	DPS20607	DPS
Jawa Barat	Bandung	Sukasari	BDO10037	BDO
Jawa Barat	Kab. Sumedang	Sukasari	BDO20218	BDO
Jawa Barat	Kab. Purwakarta	Sukasari	BDO20813	BDO
Jawa Barat	Kab. Bekasi	Sukatani	BKI10115	BKI
Jawa Barat	Kab. Purwakarta	Sukatani	BDO20808	BDO
Lampung	Kab. Lampung Barat	Sukau	TKG20412	TKG
Jawa Barat	Kab. Bekasi	Sukawangi	BKI10119	BKI
Bali	Kab. Gianyar	Sukawati	DPS20303	DPS
Jawa Barat	Kab. Garut	Sukawening	BDO20727	BDO
Papua	Kab. Dogiyai	Sukikai	NBX30104	NBX
Papua	Kab. Dogiyai	Sukikai Selatan	NBX30105	NBX
Jawa Barat	Kota Depok	Sukmajaya	DPK10062	DPK
Jawa Timur	Kab. Lamongan	Sukodadi	SUB10221	SUB
Jawa Tengah	Kab. Sragen	Sukodono	SOC20416	SOC
Jawa Timur	Kab. Sidoarjo	Sukodono	SUB20711	SUB
Jawa Timur	Kab. Lumajang	Sukodono	PBL20113	PBL
Lampung	Kab. Tanggamus	Sukoharjo	TKG21305	TKG
Jawa Tengah	Kab. Sukoharjo	Sukoharjo	SOC20500	SOC
Jawa Tengah	Kab. Wonosobo	Sukoharjo	MGL10215	MGL
Jawa Timur	Kota Surabaya	Sukolilo	SUB10023	SUB
Jawa Tengah	Kab. Pati	Sukolilo	SRG20914	SRG
Jawa Timur	Kota Surabaya	Sukomanunggal	SUB10024	SUB
Jawa Timur	Kab. Nganjuk	Sukomoro	SUB20411	SUB
Jawa Timur	Kab. Magetan	Sukomoro	MDN20111	MDN
Jawa Timur	Kab. Jember	Sukorambi	JBR10018	JBR
Jawa Timur	Kab. Lamongan	Sukorame	SUB10222	SUB
Jawa Timur	Kab. Ponorogo	Sukorejo	MDN20418	MDN
Jawa Timur	Kota Blitar	Sukorejo	MXG20125	MXG
Jawa Tengah	Kab. Kendal	Sukorejo	SRG20814	SRG
Jawa Timur	Kab. Pasuruan	Sukorejo	PDN10020	PDN
Jawa Timur	Kab. Bondowoso	Sukosari	JBR20210	JBR
Jawa Tengah	Kab. Bojonegoro	Sukosewu	SRG20426	SRG
Jawa Timur	Kab. Jember	Sukowono	JBR10019	JBR
Jawa Barat	Kab. Indramayu	Sukra	CBN20119	CBN
Jawa Timur	Kota Malang	Sukun	MXG10039	MXG
Maluku Utara	Kab. Kepulauan Sula	Sula Besi Barat	TTE20704	TTE
Nusa Tenggara Timur	Kab. Kupang	Sulamu	KOE21924	KOE
Jawa Tengah	Kab. Rembang	Sulang	SRG21212	SRG
Sulawesi Selatan	Kab. Luwu Utara	Suli	UPG23111	UPG
Sumatera Barat	Kab. Lima Puluh Kota	Suliki Gunung Mas	PDG21313	PDG
Aceh	Kota Subulussalam	Sultan Daulat	BTJ22204	BTJ
Gorontalo	Kab. Gorontalo	Sumalata	GTO20108	GTO
Gorontalo	Kab. Gorontalo Utara	Sumalata	GTO20403	GTO
Sulawesi Barat	Kab. Mamasa	Sumarorong	UPG23407	UPG
Jambi	Kab. Tebo	Sumay	DJB20904	DJB
Jawa Tengah	Kab. Banyumas	Sumbang	SRG10421	SRG
Nusa Tenggara Barat	Kab. Sumbawa	Sumbawa	AMI20517	AMI
Nusa Tenggara Barat	Kab. Sumbawa	Sumbawa Besar	AMI20500	AMI
Jawa Barat	Kab. Cirebon	Sumber	CBN20400	CBN
Jawa Tengah	Kab. Rembang	Sumber	SRG21213	SRG
Jawa Timur	Kab. Probolinggo	Sumber	PBL10018	PBL
Kalimantan Selatan	Kab. Murung Raya	Sumber Barito	BDJ20903	BDJ
Lampung	Kab. Lampung Barat	Sumber Jaya	TKG20406	TKG
Jawa Barat	Kab. Majalengka	Sumber Jaya	CBN20318	CBN
Jawa Timur	Kab Situbondo	Sumber Malang	PBL20215	PBL
Jawa Timur	Kab. Probolinggo	Sumberasih	PBL10019	PBL
Jawa Timur	Kab. Jember	Sumberbaru	JBR10020	JBR
Jawa Tengah	Kab. Bojonegoro	Sumberejo	SRG20419	SRG
Lampung	Kab. Tanggamus	Sumberejo	TKG21315	TKG
Jawa Timur	Kab. Tulungagung	Sumbergempol	SUB21015	SUB
Jawa Timur	Kab. Jember	Sumberjambe	JBR10021	JBR
Jawa Tengah	Kab. Sragen	Sumberlawang	SOC20417	SOC
Jawa Timur	Kab. Malang	Sumbermanjing Wetan	MXG20320	MXG
Jawa Timur	Kab. Malang	Sumberpucung	MXG20319	MXG
Jawa Timur	Kab. Jember	Sumbersari	JBR10031	JBR
Jawa Timur	Kab. Lumajang	Sumbersoko	PBL20120	PBL
Jawa Timur	Kab. Bondowoso	Sumberwringin	JBR20219	JBR
Sumatera Utara	Kab. Dairi	Sumbul	MES10307	MES
Jawa Barat	Kab. Sumedang	Sumedang	BDO20200	BDO
Jawa Barat	Kab. Sumedang	Sumedang Selatan	BDO20252	BDO
Jawa Barat	Kab. Sumedang	Sumedang Utara	BDO20253	BDO
Jawa Timur	Kab. Sumenep	Sumenep	SUB20800	SUB
Jawa Timur	Kab. Jombang	Sumobito	SUB20217	SUB
Papua	Kab. Yahukimo	Sumohai	DJJ21900	DJJ
Jawa Tengah	Kab. Semarang	Sumowono	SRG21615	SRG
Sumatera Barat	Kab. Sijunjung	Sumpur Kudus	PDG21907	PDG
Jawa Tengah	Kab. Banyumas	Sumpyuh /Sumpiuh	SRG10420	SRG
Banten	Kab. Pandeglang	Sumur	CLG20121	CLG
Jawa Barat	Bandung	Sumurbandung	BDO10060	BDO
Kalimantan Barat	Kab. Pontianak	Sungai Ambawang	PNK20903	PNK
Riau	Kab. Siak	Sungai Apit	PKU21210	PKU
Sumatera Barat	Kab. Pasaman Barat	Sungai Aur	PDG21509	PDG
Jambi	Kab. Muaro Jambi	Sungai Bahar	DJB20607	DJB
Sumatera Barat	Kab. Pasaman Barat	Sungai Beremas	PDG21510	PDG
Kalimantan Timur	Kab. Malinau	Sungai Boh	TRK20208	TRK
Kalimantan Selatan	Kab. Kota Baru	Sungai Durian	BDJ10318	BDJ
Sumatera Barat	Kab. Padang Pariaman	Sungai Geringging	PDG20612	PDG
Kalimantan Barat	Kab. Pontianak	Sungai Kakap	PNK20904	PNK
Sumatera Utara	Kab. Labuhan Batu	Sungai Kanan	MES20723	MES
Sumatera Selatan	Kab. Musi Banyuasin	Sungai Keruh	PLM20820	PLM
Kalimantan Timur	Kota Samarinda	Sungai Kunjang	SMD10012	SMD
Kalimantan Barat	Kab. Pontianak	Sungai Kunyit	PNK20905	PNK
Kalimantan Barat	Kab. Ketapang	Sungai Laur	PNK10111	PNK
Kepulauan Bangka Belitung	Kab. Bangka	Sungai Liat	PGK10200	PGK
Sumatera Selatan	Kab. Musi Banyuasin	Sungai Lilin	PLM20806	PLM
Sumatera Barat	Kab. Padang Pariaman	Sungai Limau	PDG20610	PDG
Kalimantan Selatan	Kab. Tanah Bambu	Sungai Loban	BDJ21304	BDJ
Jambi	Kab. Merangin	Sungai Manau	DJB20107	DJB
Riau	Kab. Siak	Sungai Mandau	PKU21211	PKU
Aceh	Kab. Aceh Barat	Sungai Mas	BTJ20315	BTJ
Sumatera Barat	Kab. Solok Selatan	Sungai Pagu	PDG21805	PDG
Kalimantan Selatan	Kab. Hulu Sungai Utara	Sungai Pandan	BDJ20111	BDJ
Jambi	Kab. Kerinci	Sungai Penuh	DJB20400	DJB
Kalimantan Selatan	Kab. Banjar	Sungai Pinang	BDJ20309	BDJ
Kalimantan Barat	Kab. Pontianak	Sungai Pinyuh	PNK20906	PNK
Sumatera Barat	Kab. Agam	Sungai Puar	PDG22215	PDG
Kalimantan Barat	Kab. Bengkayang	Sungai Raya	PNK20605	PNK
Aceh	Kab. Aceh Timur	Sungai Raya	BTJ21420	BTJ
Kalimantan Barat	Kab. Kubu Raya	Sungai Raya	PNK21209	PNK
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Sungai Raya	BDJ10208	BDJ
Kalimantan Barat	Kab. Pontianak	Sungai Raya	PNK20907	PNK
Sumatera Selatan	Kab. Muara Enim	Sungai Rotan	PLM20516	PLM
Sumatera Barat	Kab. Dharmasraya	Sungai Rumbai	PDG21204	PDG
Kepulauan Bangka Belitung	Kab. Bangka Tengah	Sungai Selan	PGK10401	PGK
Riau	Kota Dumai	Sungai Sembilan	PKU10111	PKU
Bengkulu	Kota Bengkulu	Sungai Serut	BKS10026	BKS
Kalimantan Selatan	Kab. Banjar	Sungai Tabuk	BDJ20308	BDJ
Sumatera Barat	Kab. Tanah Datar	Sungai Tarab	PDG20110	PDG
Kalimantan Barat	Kab. Sintang	Sungai Tebelian	PNK10421	PNK
Sumatera Barat	Kab. Tanah Datar	Sungayang	PDG20111	PDG
Sumatera Utara	Kab. Deli Serdang	Sunggal	MES10612	MES
Sulawesi Selatan	Kab. Goa	Sungguminasa	UPG21600	UPG
Lampung	Kab. Lampung Utara	Sungkai Selatan	TKG20219	TKG
Lampung	Kab. Lampung Utara	Sungkai Utara	TKG20220	TKG
Lampung	Kab. Lampung Barat	Suoh	TKG20413	TKG
Papua	Kab. Supiori	Supiori Selatan	DJJ21601	DJJ
Papua	Kab. Supiori	Supiori Timur	DJJ21602	DJJ
Papua	Kab. Supiori	Supiori Utara	DJJ21603	DJJ
Sulawesi Selatan	Kab. Pinrang	Suppa	UPG21107	UPG
Jawa Timur	Kota Surabaya	Surabaya	SUB10000	SUB
Jawa Tengah	Kab. Tegal	Suradadi	SRG21414	SRG
Jawa Barat	Kab. Sukabumi	Surade	SMI10043	SMI
Nusa Tenggara Barat	Kab. Lombok Timur	Suralaga	AMI20419	AMI
Jawa Barat	Kab. Sumedang	Surian	BDO20219	BDO
Aceh	Kab. Aceh Singkil	Suro Baru	BTJ21208	BTJ
Jawa Tengah	Kab. Semarang	Suruh	SRG21614	SRG
Jawa Timur	Kab. Trenggalek	Suruh	SUB22013	SUB
Aceh	Kab. Aceh Barat Daya	Susoh	BTJ21004	BTJ
Jawa Barat	Kab. Cirebon	Susukan	CBN20425	CBN
Jawa Tengah	Kab. Semarang	Susukan	SRG21613	SRG
Jawa Tengah	Kab. Banjarnegara	Susukan	SRG21815	SRG
Jawa Barat	Kab. Cirebon	Susukanlebak	CBN20427	CBN
Bali	Kab. Bangli	Susut	DPS20202	DPS
Sumatera Barat	Kab. Pesisir Selatan	Sutera	PDG20517	PDG
Kalimantan Barat	Kab. Bengkayang	Suti Semarang	PNK20608	PNK
Jawa Timur	Kab. Blitar	Sutojayan	MXG20115	MXG
Gorontalo	Kota Bone Bolango	Suwawa	GTO20300	GTO
Kalimantan Timur	Kab. Kutai Timur	Swarga Bara	BTG20121	BTG
Aceh	Kab. Aceh Utara	Syamtalira Aron	BTJ21517	BTJ
Aceh	Kab. Aceh Utara	Syamtalira Bayu	BTJ21518	BTJ
Aceh	Kota Banda Aceh	Syiah Kuala	BTJ10022	BTJ
Aceh	Kab. Bener Meriah	Syiah Kuala	BTJ21605	BTJ
Bengkulu	Kab. Bengkulu Utara	Taba Penanjung	BKS20114	BKS
Bali	Kab. Tabanan	Tabanan	DPS20700	DPS
Kalimantan Timur	Kab. Kutai Kartanegara	Tabang	SMD20124	SMD
Sulawesi Barat	Kab. Mamasa	Tabang	UPG23408	UPG
Jambi	Kab. Merangin	Tabir	DJB20108	DJB
Jambi	Kab. Merangin	Tabir Ulu	DJB20110	DJB
Kalimantan Selatan	Kab. Barito Kuala	Tabukan	BDJ20212	BDJ
Sulawesi Utara	Kab. Kepulauan Sangihe	Tabukan Selatan	MDC20212	MDC
Sulawesi Utara	Kab. Kepulauan Sangihe	Tabukan Tengah	MDC20213	MDC
Sulawesi Utara	Kab. Kepulauan Sangihe	Tabukan Utara	MDC20211	MDC
Sulawesi Barat	Kab. Mamasa	Tabulahan	UPG23409	UPG
Nusa Tenggara Timur	Kab. Sumba Timur	Tabundung	KOE21005	KOE
Kalimantan Selatan	Kab. Barito Kuala	Tabunganen	BDJ20211	BDJ
Nusa Tenggara Timur	Kab. Kupang	Taebenu	KOE21925	KOE
Sulawesi Utara	Kab. Kepulauan Sangihe	Tagulandang	MDC20214	MDC
Sulawesi Utara	Kab. Kepulauan Sangihe	Tagulandang Utara	MDC20221	MDC
Sulawesi Utara	Kab. Kepulauan Sangihe	Tahuna	MDC20200	MDC
Jawa Tengah	Kab. Jepara	Tahunan	SRG10114	SRG
Bengkulu	Kab. Seluma	Tais	BKS23000	BKS
Jawa Timur	Kab. Malang	Tajinan	MXG20321	MXG
Jawa Barat	Kab. Bogor	Tajurhalang	BOO20154	BOO
Sulawesi Selatan	Kab. Selayar	Takabonerate	UPG22008	UPG
Sulawesi Selatan	Kab. Takalar	Takalar	UPG21700	UPG
Nusa Tenggara Timur	Kab. Kupang	Takari	KOE21926	KOE
Aceh	Kab. Aceh Tengah	Takengon	BTJ20500	BTJ
Jawa Timur	Kab. Magetan	Takeran	MDN20112	MDN
Kalimantan Selatan	Kab. Tanah Laut	Takisung	BDJ20406	BDJ
Sulawesi Selatan	Kab. Wajo	Takkalalla	UPG21408	UPG
Jawa Barat	Kab. Cianjur	Takokak	SMI20121	SMI
Banten	Kota Serang	Taktakan	CLG20323	CLG
Jawa Barat	Kab. Majalengka	Talaga	CBN20319	CBN
Sulawesi Tenggara	Kab. Buton & Buton Utara	Talaga Raya	KDI20613	KDI
Jawa Barat	Kab. Karawang	Talagasari	KRW10013	KRW
Sumatera Barat	Kab. Pasaman Barat	Talamau	PDG21511	PDG
Jawa Tengah	Kab. Tegal	Talang	SRG21415	SRG
Bengkulu	Kab. Bengkulu Utara	Talang Empat	BKS20118	BKS
Sumatera Selatan	Kab. Banyuasin	Talang Kelapa	PLM21011	PLM
Sumatera Selatan	Kab. Empat Lawang	Talang Padang	PLM21105	PLM
Lampung	Kab. Tanggamus	Talang Padang	TKG21306	TKG
Sumatera Selatan	Kab. Muara Enim	Talang Ubi	PLM20517	PLM
Jawa Timur	Kab. Sumenep	Talango	SUB20824	SUB
Sumatera Barat	Kota Sawahlunto	Talawi	PDG20806	PDG
Sumatera Utara	Kab. Batubara	Talawi	MES21504	MES
Jawa Barat	Kab. Garut	Talegong	BDO20728	BDO
Maluku Utara	Kab. Kepulauan Sula	Taliabu Barat	TTE20705	TTE
Maluku Utara	Kab. Kepulauan Sula	Taliabu Timur	TTE20706	TTE
Nusa Tenggara Timur	Kab. Sikka	Talibura	KOE20506	KOE
Kalimantan Timur	Kab. Berau	Talisayan	BPN20207	BPN
Nusa Tenggara Barat	Kab. Sumbawa Barat	Taliwang	AMI20900	AMI
Sulawesi Selatan	Kota Makassar	Tallo	UPG10011	UPG
Sulawesi Selatan	Kab. Tana Toraja Utara	Tallunglipu	UPG20638	UPG
Bengkulu	Kab. Seluma	Talo	BKS23012	BKS
Bengkulu	Kab. Seluma	Talo Kecil	BKS23014	BKS
Gorontalo	Kab. Pahuwalo	Taluditi	GTO20506	GTO
Jawa Timur	Kab. Blitar	Talun	MXG20116	MXG
Jawa Tengah	Kab. Pekalongan	Talun	SRG22214	SRG
Sulawesi Utara	Kab. Kepulauan Sangihe	Tamako	MDC20215	MDC
Sulawesi Selatan	Kota Makassar	Tamalanrea	UPG10012	UPG
Sulawesi Selatan	Kota Makassar	Tamalate	UPG10003	UPG
Sulawesi Selatan	Kab. Jeneponto	Tamalatea	UPG20504	UPG
Jawa Timur	Kota Madiun	Taman	MDN10018	MDN
Jawa Tengah	Kab. Pemalang	Taman	SRG21010	SRG
Jawa Timur	Kab. Sidoarjo	Taman	SUB20720	SUB
Dki Jakarta	Kota Administrasi Jakarta Barat	Taman Sari	CGK10106	CGK
Jawa Timur	Kab. Bondowoso	Tamanan	JBR20211	JBR
Jawa Barat	Kota Tasikmalaya	Tamansari	BDO20336	BDO
Jawa Barat	Kab. Bogor	Tamansari	BOO20155	BOO
Jawa Tengah	Kab. Banyumas	Tambak	SRG10422	SRG
Jawa Timur	Kab.Gresik	Tambak	SUB10114	SUB
Jawa Timur	Kab. Tuban	Tambakboyo	SUB20917	SUB
Jawa Tengah	Kab. Bojonegoro	Tambakrejo	SRG20420	SRG
Jawa Tengah	Kab. Pati	Tambakromo	SRG20915	SRG
Jawa Timur	Kota Surabaya	Tambaksari	SUB10025	SUB
Jawa Barat	Kab. Ciamis	Tambaksari	BDO20527	BDO
Kalimantan Selatan	Kab. Barito Kuala	Tamban	BDJ20213	BDJ
Riau	Kab. Kampar	Tambang	PKU20122	PKU
Kalimantan Selatan	Kab. Tanah Laut	Tambang Ulang	BDJ20408	BDJ
Sumatera Utara	Kab. Mandailing Natal	Tambangan	MES21716	MES
Kepulauan Riau	Kab. Bintan	Tambelan	TNJ10104	TNJ
Jawa Barat	Kab. Bekasi	Tambelang	BKI10116	BKI
Jawa Timur	Kab. Sampang	Tambelangan	SUB20610	SUB
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Tambolaka	KOE21600	KOE
Dki Jakarta	Kota Administrasi Jakarta Barat	Tambora	CGK10107	CGK
Nusa Tenggara Barat	Kab. Bima	Tambora	AMI21111	AMI
Jawa Barat	Kab. Bekasi	Tambun Selatan	BKI10120	BKI
Jawa Barat	Kab. Bekasi	Tambun Utara	BKI10121	BKI
Aceh	Kab. Aceh Tamiang	Tamiang Hulu	BTJ21307	BTJ
Kalimantan Selatan	Kab. Barito Timur	Tamiang Layang	BDJ20800	BDJ
Sumatera Utara	Kab. Toba Samosir	Tampahan	MES20122	MES
Bali	Kab. Gianyar	Tampaksiring	DPS20304	DPS
Riau	Kota Pekanbaru	Tampan	PKU10017	PKU
Sulawesi Selatan	Kab. Wajo	Tana Sitolo	UPG21409	UPG
Dki Jakarta	Kota Administrasi Jakarta Pusat	Tanah Abang	CGK10308	CGK
Sumatera Selatan	Kab. Muara Enim	Tanah Abang	PLM20518	PLM
Kalimantan Timur	Kab. Paser	Tanah Grogot	BPN20100	BPN
